2025-09-12 18:10:50 | INFO     | [fce6525f] | app.component.pipeline_executor_optimized:_setup_logging:847 - 实例 fce6525f 日志配置完成 - 控制台输出 + 文件输出: /Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log
2025-09-12 18:11:28 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=42
2025-09-12 18:11:31 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:11:31 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=44
2025-09-12 18:11:34 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=45
2025-09-12 18:11:36 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:11:37 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=47
2025-09-12 18:11:40 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=48
2025-09-12 18:11:42 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:11:43 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=50
2025-09-12 18:11:46 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=51
2025-09-12 18:11:47 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:11:49 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=53
2025-09-12 18:11:52 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:11:52 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=55
2025-09-12 18:11:55 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=56
2025-09-12 18:11:58 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:11:58 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=58
2025-09-12 18:12:01 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=59
2025-09-12 18:12:03 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:04 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=61
2025-09-12 18:12:07 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=62
2025-09-12 18:12:09 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:10 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=64
2025-09-12 18:12:13 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=65
2025-09-12 18:12:14 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:16 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=67
2025-09-12 18:12:19 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=68
2025-09-12 18:12:20 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:22 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=70
2025-09-12 18:12:25 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:25 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=72
2025-09-12 18:12:28 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=73
2025-09-12 18:12:30 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:31 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=75
2025-09-12 18:12:34 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=76
2025-09-12 18:12:36 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:37 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=78
2025-09-12 18:12:40 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=79
2025-09-12 18:12:41 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:43 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=81
2025-09-12 18:12:46 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=82
2025-09-12 18:12:47 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:49 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=84
2025-09-12 18:12:52 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:52 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=86
2025-09-12 18:12:55 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=87
2025-09-12 18:12:58 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:12:58 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=89
2025-09-12 18:13:01 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=90
2025-09-12 18:13:03 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:04 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=92
2025-09-12 18:13:07 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=93
2025-09-12 18:13:08 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:10 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=95
2025-09-12 18:13:13 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=96
2025-09-12 18:13:14 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:16 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=98
2025-09-12 18:13:19 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:19 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=100
2025-09-12 18:13:22 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=101
2025-09-12 18:13:25 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:25 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=103
2025-09-12 18:13:28 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=104
2025-09-12 18:13:30 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:31 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=106
2025-09-12 18:13:34 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=107
2025-09-12 18:13:35 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:37 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=109
2025-09-12 18:13:40 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=110
2025-09-12 18:13:41 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:43 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=112
2025-09-12 18:13:46 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:46 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=114
2025-09-12 18:13:49 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=115
2025-09-12 18:13:52 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:52 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=117
2025-09-12 18:13:55 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=118
2025-09-12 18:13:57 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:13:58 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=120
2025-09-12 18:14:01 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=121
2025-09-12 18:14:03 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:14:04 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=123
2025-09-12 18:14:07 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=124
2025-09-12 18:14:08 | ERROR    | [global] | app.component.event_monitor:_realtime_monitoring:239 - 实时监控出错: ('The abi for this contract contains no event definitions. ', 'Are you sure you provided the correct contract abi?')
2025-09-12 18:14:10 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=126
2025-09-12 18:14:13 | INFO     | [global] | app.services.pipeline_config_service:get_task_log:663 - 读取任务日志成功: task_id=63, log_path=/Users/a1-6/Desktop/PycharmProjects/chain-parser/chain-data-parser/logs/pipeline_1757560167_20250912_181049.log, returned_lines=127
